card_number,expiry_month,expiry_year,cvv
4012880954625102,03,2030,258
5200824188668453,02,2033,497
4242421531710141,09,2033,298
5105103646618749,07,2026,715
4242421656102058,12,2032,439
4111115639862972,07,2033,689
340000676835456,08,2031,6933
2223007433569805,05,2032,728
4012884535130475,06,2029,802
340000340950152,12,2031,6229
5301255985729164,11,2028,608
5105108782589679,02,2033,716
4242429057764921,11,2027,633
370000704552217,10,2027,7288
4000003179179920,07,2029,059
370000933206346,11,2031,7728
5200822175244833,05,2029,858
5301250658747049,09,2031,939
5301250266550512,06,2027,091
5200821630819023,03,2032,465
4000005218957158,02,2031,599
4000006372401538,11,2033,278
4111111772305606,11,2033,608
5301259008682657,02,2030,535
5105103166494091,10,2032,202
4012883248437680,08,2030,523
5301252367122118,03,2027,119
4000008053593757,04,2031,133
5301257078044048,04,2031,155
4012883157906311,11,2026,119
5200828060589182,01,2029,279
2223009734345489,02,2032,368
5105108299599518,06,2032,802
4111114643704981,10,2026,820
4000005934507022,05,2033,264
5301251230374070,05,2030,837
4012888117457529,04,2031,764
4242422143252118,11,2032,045
4111117677575649,03,2033,952
5301252317595462,08,2029,630
4242425626714652,05,2028,129
5301259511416510,08,2028,768
4012880119369760,04,2026,887
340000647908960,08,2028,2146
4242426833909994,11,2030,047
370000539510760,06,2032,7451
5200828478450670,02,2029,310
4111118585166992,06,2030,248
5105103090279113,01,2030,096
5105104325168576,01,2028,427
4000005842675671,02,2031,397
4242426770009576,01,2030,695
4000002319899215,10,2028,462
2223006227293507,12,2033,067
340000606620671,06,2032,6801
5105102263893833,09,2032,583
4000000609929627,06,2031,503
4111114307727328,06,2027,324
5200820077147054,06,2032,572
340000900142968,09,2026,7045
4012886272085796,06,2026,014
2223009544687666,06,2027,620
4242429262029854,02,2032,270
5105102867610278,01,2032,023
4012882309276862,07,2026,296
5105109507994475,09,2030,902
4000009066379275,05,2028,337
4000004099798831,11,2033,015
5105102814260938,07,2030,408
5301250990256220,11,2033,679
5200824288311194,11,2032,476
4012888168373021,08,2033,916
4242423958690616,07,2026,741
4012880575951127,06,2026,274
340000971082465,04,2029,7918
370000827718752,02,2030,5897
340000469187552,01,2031,3907
5301254754184016,12,2026,778
340000258285229,04,2033,5943
5105100632592847,04,2031,254
5105107607772791,08,2032,786
4242428345463304,10,2030,842
340000808525587,11,2028,5915
4242428793860829,01,2028,149
5301256444726387,10,2032,095
5200820217264074,05,2028,169
4012880240538747,06,2032,451
5301250393622119,07,2032,313
4000001323362541,10,2028,463
4012886386727101,08,2027,941
340000432601200,08,2032,8825
370000003616481,10,2026,5813
5105102398523164,01,2029,987
2223004725511066,12,2031,812
370000528855952,01,2032,9427
4242424599745314,08,2029,417
2223000756765571,05,2032,844
2223004231941252,07,2032,793
4242428361865564,11,2031,055
5105104155794699,10,2028,756
5105101733981525,02,2026,538
5105108964336485,04,2031,167
370000592683678,07,2027,5694
4242421563895919,02,2027,906
2223003980548813,04,2032,268
4111113303135247,09,2029,253
4000005572873157,12,2028,276
4111117662948843,10,2029,321
4000005579157604,08,2029,908
5105108197075801,06,2030,283
4111116825511167,08,2028,462
5105104957045829,07,2027,347
2223007939621712,06,2033,613
4012887092909959,09,2031,371
4242429356031063,05,2028,143
340000093501475,03,2028,4621
5301258183134070,02,2028,587
340000215591370,12,2027,4580
4111118299115103,03,2033,074
5105107402669820,02,2030,374
370000418374973,12,2033,9114
4111111266890378,01,2030,100
2223004116954552,03,2031,946
5301250123483519,08,2030,964
5105102924406009,03,2033,814
4000004765688977,04,2028,972
5105104766733904,06,2028,075
5200820429479718,01,2028,885
4242421079924930,06,2029,725
340000316916773,12,2032,5866
370000406565558,10,2028,6534
4012886757525191,10,2026,258
4111110481080757,06,2033,246
4000002966747535,10,2027,812
5301252434126167,04,2033,251
4242424059931255,03,2027,881
5301254472287950,05,2032,597
5105104271653456,08,2030,381
4012885113169488,12,2031,072
2223009977154218,11,2030,904
5200824755091071,11,2026,387
4012889145565960,03,2029,618
4111112209664284,08,2029,560
5105100340453258,04,2032,175
4242429272066979,09,2027,701
340000295335631,07,2029,8939
4000005899265921,01,2027,817
4012880175595548,04,2030,942
4000001486652670,03,2030,678
2223009583873128,11,2031,434
5301253600203467,11,2033,997
4111115050582356,03,2028,534
370000353230883,03,2031,7587
370000850278104,09,2026,2662
2223009417293576,10,2026,239
4111114760005444,10,2028,396
4111118108779578,02,2026,617
2223005070713249,12,2027,703
340000270854457,06,2026,7678
5200824719306409,08,2026,193
4242420431175975,12,2028,773
4012883991842789,06,2028,535
4111113620376292,07,2028,482
5105106676870254,11,2026,129
5200825161654105,05,2028,421
5200829639825602,04,2026,514
370000382660456,09,2028,5416
5105102334970347,03,2032,583
5200829062902936,11,2028,721
4111115483209122,06,2030,840
5105109197283544,03,2027,020
4111119971771825,03,2032,217
5105107104022617,05,2027,564
4000004283025637,04,2026,100
4242427882157436,09,2028,869
4000003438979466,01,2026,248
2223000947540602,02,2027,774
5301256911591306,12,2031,814
5301256651722210,07,2027,678
340000331851526,12,2030,7695
4111112744775025,04,2027,541
4242425252321293,04,2029,792
4242425199108134,10,2026,756
340000227723771,03,2028,0575
340000798844279,07,2032,6921
4000006216266931,07,2033,339
4111111096917383,01,2026,170
4242427794055660,05,2029,051
4012885625643202,09,2028,160
5200823372765026,12,2030,594
340000942500074,06,2027,6448
340000299591841,09,2026,5184
5105101520495200,06,2027,990
4242428220046992,05,2030,668
4111117039146709,07,2031,662
370000137273274,06,2030,7169
5200826175572846,06,2030,606
4242421400474688,11,2028,956
4012886811032101,06,2033,519
4111117584755367,12,2026,538
2223005935285540,02,2032,059
5105103565281719,01,2032,610
370000301474021,11,2027,1281
2223008994999753,07,2031,497
5301253967687930,03,2029,233
2223009732635451,06,2030,975
4000001464308717,06,2033,231
370000310467487,11,2027,6782
2223009157445048,11,2026,110
4012887899190977,08,2026,180
5105103650576304,02,2031,776
340000796455060,07,2031,8443
2223004894609295,01,2029,795
4242427974455581,04,2030,533
5200822500302074,01,2032,253
4242420091158733,10,2032,160
5200822235526484,07,2033,355
4012883783445908,05,2032,234
2223003009855447,09,2032,930
2223005761683719,03,2030,846
4242426134950796,11,2032,447
370000047502945,06,2032,9184
370000806766517,05,2029,3939
5200829550022551,11,2027,839
340000122373912,07,2030,8380
340000596621945,06,2031,4464
340000951999829,10,2027,4631
340000815408314,12,2032,3978
2223006244770909,05,2030,533
5301250331759270,12,2029,901
340000362370537,07,2027,3955
5200820782357733,04,2028,699
2223003995798171,03,2029,115
4242427988823543,12,2032,956
4000003575576679,02,2033,343
4111117974811192,05,2033,691
4012886219018918,02,2027,123
340000638614049,10,2026,8286
5105103118257281,12,2027,376
370000598815076,04,2032,1962
2223008163576705,09,2030,885
4111115432767766,10,2027,219
5105104241705170,12,2026,615
4242426516994800,09,2027,149
4000007872916710,01,2027,600
5200828360635594,03,2029,460
4111119301459406,09,2030,340
4000007402742545,07,2028,775
4000001194781035,03,2029,053
5105102828097300,09,2027,615
340000614241346,06,2031,5227
4111115119951576,01,2030,321
4012883934848844,06,2031,709
5105109023195821,02,2029,136
4242429731401197,10,2030,919
2223003746273847,07,2033,046
4242426041675452,02,2028,527
370000205876172,10,2032,9110
340000686144204,05,2033,5825
4012884737321856,10,2031,503
2223000305707264,12,2028,103
5105105806269189,11,2029,292
4242423819050919,02,2028,695
5105101228367818,12,2026,419
340000568507197,04,2029,3034
5301251105001006,02,2028,332
370000593582572,09,2029,7703
5301254085951455,09,2030,110
4242422369731621,01,2027,293
340000660380840,05,2031,2129
340000351287585,12,2032,0599
5200826310591578,09,2032,620
5301250592720599,12,2033,564
2223003902262493,09,2030,803
5200822586770632,05,2032,952
5105106496588888,09,2029,114
340000593684292,05,2030,8441
4242427023379220,06,2031,492
4111119525770000,08,2026,887
4242421548250677,06,2026,970
2223007559549060,09,2030,248
340000123439753,03,2026,5709
2223000238044173,05,2031,639
370000141137192,05,2033,6292
4242425525473111,12,2033,174
2223009791753575,02,2028,620
5105109882608120,07,2026,362
5301254928914652,10,2033,604
5301257666683546,05,2030,157
340000587905943,12,2031,5274
5105107095208522,04,2026,426
340000439374553,10,2029,5536
4000009416772716,11,2030,742
340000375499737,05,2033,8867
5105103534447201,03,2026,764
4000006197343790,08,2026,203
4000000194889152,09,2029,449
4000009700510632,11,2030,537
370000112888757,09,2032,6238
4242427534643023,12,2031,988
340000009371641,11,2026,7091
5301258137349873,12,2029,497
5105104920080721,03,2033,588
4000007227580369,04,2027,194
5301258776666256,07,2027,326
4242422654077151,07,2026,673
4111113973901183,11,2030,361
370000241810763,06,2032,1462
5200821933405793,01,2030,518
370000579821291,12,2027,2429
4000006743959131,07,2028,954
5105107812599120,07,2027,107
4012887190396786,03,2029,161
5105107360321133,05,2027,131
4012883462124394,08,2028,935
5301255756353830,10,2032,035
4242421358566469,03,2029,044
4000000899716577,01,2032,401
5200824838141232,06,2027,524
5105107117280616,01,2028,566
340000195144216,07,2027,3970
370000940596903,12,2029,5015
5200829501433964,07,2032,856
370000121718433,07,2032,8279
4000004211671643,07,2028,242
5200820987106216,12,2026,144
4242428806208420,10,2033,714
2223007284084656,01,2030,190
5105107996894115,07,2027,584
4000000435942836,07,2029,571
4012881010898790,03,2030,448
4111119523860159,01,2030,863
2223007132630585,11,2031,945
370000272907249,04,2026,9791
5105106975999424,04,2026,228
2223000572749767,06,2029,379
4000009862004093,12,2032,900
4111119925401610,11,2028,247
5105100516339356,07,2029,441
5200828113228291,11,2030,290
4242425756300918,05,2026,015
2223007885578262,10,2026,028
4000007050723839,03,2032,892
5105105072986227,03,2029,804
370000741748703,06,2029,7960
4012888228940603,10,2030,433
5200820156313494,01,2030,622
5200829769268326,05,2029,382
340000678667691,06,2028,6370
5105102399025169,04,2033,764
5301258903096757,04,2028,653
5301252557890482,07,2032,880
4242422332216577,12,2033,316
340000457485844,04,2028,3736
2223006668204955,09,2026,771
370000358775551,12,2030,6379
4242426580594304,08,2033,270
4111113484802656,09,2027,775
4012886015611445,01,2031,100
340000458991683,11,2032,5065
4000004545474268,08,2031,423
5301253597833631,03,2029,785
370000054879822,04,2026,5901
4000003218281604,12,2028,161
4012885292458686,12,2028,492
340000154257470,07,2029,7533
2223009244152276,11,2026,126
5200828015538201,01,2030,609
4111113694157008,12,2031,578
370000838541789,11,2027,9879
5105103571130256,04,2029,015
340000338665036,09,2029,1794
2223007902982968,04,2029,557
4012881722616035,12,2031,701
370000895571372,11,2032,4330
4000005164504319,12,2028,222
5200826346259778,10,2027,088
370000629090483,03,2030,1947
4111119604895124,07,2029,851
4242420581418845,04,2027,461
4000009052923151,02,2032,247
5301256507967860,02,2033,456
4242429000885047,01,2028,539
5200822190516421,01,2029,561
5301252666503554,01,2026,205
5200823772286003,08,2033,686
340000225769214,12,2032,2965
340000259601655,03,2027,9326
4000000458278878,10,2028,935
4111114119180070,03,2029,610
2223006849190693,07,2032,949
340000312935561,11,2028,6189
4242421062912991,10,2030,837
370000326493832,11,2030,1805
4000004513488175,11,2030,501
4111110379960102,08,2033,107
4012881470048043,05,2030,912
4111113261499882,09,2026,233
5105105168120673,07,2030,301
4012886907583777,07,2031,544
2223001679500574,03,2031,948
5200826104616003,12,2030,827
370000390012088,02,2026,1644
4000007572847488,06,2028,725
340000388071887,05,2031,6867
4111116317673699,01,2032,270
5301256737351141,07,2028,200
4242422840615302,08,2027,611
2223003318414209,07,2033,545
4000003443538414,07,2030,973
5200825823398281,07,2032,661
4000002462553460,01,2030,190
4000006364816917,11,2030,429
4111113957967069,08,2026,578
4111114917077742,05,2030,783
370000505536203,08,2027,7389
4000002399961703,04,2030,598
4012881703037656,12,2030,126
4242424407624024,12,2026,150
4111111040969969,10,2028,281
4111119389265063,07,2032,140
4242422339984094,12,2029,058
5105107620501961,04,2033,390
4000004459665463,10,2032,829
5301251013053875,09,2026,536
4012881885541582,10,2028,093
4242429551171391,08,2029,810
4012889662665649,10,2026,691
2223009036256699,10,2027,398
5200820476851710,11,2030,364
5105101687947001,12,2030,450
4012888454473493,06,2029,245
4000001820773745,08,2027,514
370000955793304,12,2033,7537
4000004788627598,08,2031,145
4000003353813401,08,2026,680
370000482690965,05,2033,4611
4012883369286452,07,2032,922
5301257359764462,05,2026,554
370000274862962,11,2027,6353
5105100749566957,08,2029,466
4000009486007910,03,2031,320
5301254784441956,06,2031,083
370000305295596,08,2029,3041
4242421408228219,12,2029,723
340000648864535,09,2027,6503
4242423147335776,06,2031,355
5105107401448317,08,2032,846
2223004906388375,01,2033,679
5200822549678229,07,2028,289
5301252346337118,06,2027,572
4242423954376509,12,2027,279
2223005260513391,07,2032,692
5200824016989634,07,2026,134
4000003842094415,09,2027,823
5105104743436738,02,2028,342
4000006514527877,04,2030,576
340000606490471,11,2031,5527
340000304796765,10,2026,7634
340000605162816,02,2027,1217
5105101061858998,05,2029,742
4111117737788968,08,2026,795
4242425385386551,09,2027,774
340000543393432,09,2031,2146
5200824545635138,10,2030,905
2223001247748358,04,2027,779
4111110436375799,08,2030,611
4242420070050471,11,2031,159
4000006543205875,02,2030,915
4000005238179296,07,2026,923
370000289087795,06,2026,4271
5105103530085120,12,2033,715
5200820712368420,03,2030,985
370000490505569,11,2027,3253
340000693757279,10,2029,3005
5301251735145512,01,2031,491
4111112307374174,10,2031,861
5200824822391561,11,2032,409
5301252736614241,09,2032,478
5200827757757342,12,2028,014
5200821222629749,01,2026,554
5105106802303014,10,2033,525
5200827527044468,12,2033,264
5105101957648586,06,2033,503
5105109622126060,11,2032,223
4012880293576768,06,2028,163
2223008009849365,03,2033,447
4111113729415546,09,2030,373
5301255739658164,01,2030,018
4012882259992609,11,2031,080
4000008328935981,01,2030,365
5200826222577129,09,2029,839
4000008441080459,01,2027,198
4000004756053694,03,2027,887
370000838100362,09,2033,4367
4000000530127994,09,2030,473
4000008392308412,06,2029,778
4000004380442792,02,2028,350
370000495121776,02,2029,1054
340000623331237,07,2030,2322
4111113467776745,04,2026,447
2223004040308636,06,2029,451
370000018110769,02,2031,3759
340000846583234,02,2032,9694
4111113930415806,09,2028,491
5200825606727631,03,2033,084
5105109783359427,07,2030,166
5301256752193071,01,2030,495
340000452742611,08,2028,5590
2223005229198656,04,2026,878
4242420617633722,03,2031,494
370000093702522,05,2030,2087
5105101846891793,10,2027,207
5301256584203197,11,2031,971
2223006351648500,01,2032,558
340000295253222,10,2030,8633
2223007817143524,05,2033,914
4111116210822559,08,2028,272
5200827695899941,11,2026,225
5200820492873318,06,2026,944
370000731396505,05,2027,6448
340000227850111,11,2029,3103
2223002455493075,07,2028,177
5200826506126940,11,2032,933
4111118783288606,06,2032,243
4111116820327049,04,2028,985
4012883582685589,06,2030,666
4000000951508888,11,2030,101
340000349104975,04,2030,9765
4242423347849196,10,2032,195
340000309626579,06,2033,6945
4012885884894777,07,2033,637
4242428884695266,07,2031,667
5301258347300260,11,2033,905
4111111904345462,06,2029,121
4012885729944886,02,2028,975
2223000597765970,07,2031,917
4012888414804779,11,2028,215
4111115913679332,10,2031,579
5105102806250723,05,2029,104
5301251729864714,08,2030,792
4111117723483111,02,2033,117
340000605570307,03,2030,0933
4012884120553321,05,2031,718
2223005973885227,01,2027,067
4242423679323596,10,2026,701
4012888370067296,05,2031,603
4242421419305063,09,2028,148
4242426413542405,05,2029,779
2223006043171036,05,2026,071
4000005855044880,04,2030,355
4111115307578538,07,2031,150
4000004801902622,07,2028,781
370000610371264,12,2033,2175
5200821903730501,08,2028,575
340000810556679,07,2028,1333
5301256972441912,04,2028,288
4012880623151449,06,2027,657
2223007876535453,08,2033,524
2223008369959689,07,2029,974
5105105807254156,04,2032,910
4111115892906243,12,2026,246
5105103742130847,05,2031,344
370000097080578,02,2027,4561
4111113539618701,01,2030,520
4111115311369429,01,2032,712
4242422911619928,11,2028,988
4012887522835527,12,2030,193
4012889498599780,04,2032,771
4012888898477019,08,2033,099
5301257892771958,02,2033,926
4000002451962490,07,2031,655
4000007033156503,11,2026,055
4012883087076292,05,2030,583
4000003779404058,10,2031,231
370000785861925,07,2026,7434
4000008363491239,12,2032,153
4242425459298609,06,2032,613
370000235121714,05,2033,3685
5301253896501509,07,2032,110
340000835462465,08,2032,7707
5301257167215566,07,2028,995
2223001305432473,10,2028,552
5301254318582721,03,2028,421
4000009241127284,12,2032,261
2223004844624493,07,2027,479
5200829329755325,02,2033,460
370000282901513,04,2029,4012
5301251082256300,12,2033,782
4111112116737223,11,2033,127
5301256858040424,10,2032,743
5200828727536956,07,2030,782
5200822521952915,09,2028,798
340000383576146,10,2028,8160
4012885035167560,05,2027,698
340000567351365,05,2030,2964
4000004566826883,04,2029,706
4111115541640540,09,2026,346
4000006122509507,09,2026,079
370000096982535,09,2030,7522
340000105559305,01,2028,1825
4000005366277565,11,2028,699
370000636664759,09,2030,0609
5105105654224120,01,2033,584
4111117351360342,07,2030,801
4012886173401258,01,2028,356
370000287075727,08,2032,1779
4111118124795814,03,2030,443
370000866077052,04,2030,2937
5105107303601369,01,2026,154
370000820288415,06,2033,3055
340000367519450,02,2026,6693
2223007872034121,03,2032,981
4242421323754885,01,2032,073
4000009362674874,03,2028,778
4242426624576036,05,2030,012
4000003010786818,05,2029,971
5200824632732384,06,2031,664
4000009380400591,11,2027,513
5105106486527037,06,2026,461
2223000867255389,11,2031,011
4111117090404955,04,2033,945
4000002500574080,05,2029,270
5200827354944012,04,2032,282
4242421508809652,02,2031,925
370000835616196,11,2027,4363
4111115283745374,02,2028,930
5200822771539453,11,2032,365
4242423095597815,04,2028,019
370000960337535,07,2026,3763
4111112657457694,06,2032,676
5200829144554986,08,2028,512
340000856626907,02,2032,8899
5200828282024406,07,2028,592
340000627228199,08,2033,4214
5301253282134733,12,2027,056
5105107989861949,02,2030,251
340000025473702,07,2028,5187
4111113207397760,09,2029,964
5105106708726151,10,2026,470
4242427170696061,08,2027,461
4111119739818231,04,2027,856
5105104918843486,07,2029,934
4000006669157207,08,2029,283
2223009346269705,04,2026,880
4000004378298198,10,2029,994
4000003349378238,07,2028,085
340000897923875,04,2029,9868
5105107759832385,09,2032,531
370000067050023,03,2030,1736
5200828684558506,12,2028,279
370000768156046,10,2027,4559
5301257156553936,10,2027,198
5301250245237207,01,2032,783
4012885899405361,09,2031,915
5200824423426469,03,2028,425
4012885127200162,08,2033,797
4111113316691111,05,2028,614
4242426151369409,10,2032,007
4242423993213903,03,2026,864
4000007465842935,09,2026,939
4012887253709115,02,2032,499
4242423182709299,01,2027,108
4242422361815265,02,2026,732
4111112449535476,11,2027,886
2223007489430803,11,2030,946
4000009381641136,01,2027,272
5200825638083094,08,2027,926
340000100433308,10,2032,3979
4000003685930543,05,2026,069
4012883165976488,02,2026,444
4242421528869090,02,2032,408
4111112889742582,10,2032,490
4000004269742296,02,2032,878
2223001598926587,06,2033,518
5105101299904424,02,2030,793
4000000566997781,02,2026,490
340000513941913,05,2029,4294
340000071454283,01,2029,6240
340000236502687,08,2027,6865
370000912488329,08,2032,7167
5105102272855237,08,2033,717
4242422691352245,04,2028,395
5200826215155073,01,2033,116
5200828711161001,02,2030,563
2223009999718115,06,2029,136
2223002166768740,03,2030,214
4012888612901609,02,2026,030
4242427455036173,09,2031,255
4242420794682211,11,2032,198
370000458913052,06,2033,6165
4000005787025395,08,2031,545
5301257903312446,10,2033,440
4012887202959233,02,2032,783
5105108121975704,11,2032,027
370000333883306,03,2032,4839
4000005526857488,08,2031,923
4012881825297964,02,2027,510
340000089048754,09,2033,4898
4111114147353269,03,2030,419
340000031440760,10,2032,7136
5301258332743193,08,2026,708
5105101911445871,08,2026,283
370000054082732,04,2033,7814
2223000373442810,12,2026,124
340000899632029,11,2027,2011
340000419407944,02,2027,9921
4111111378569118,08,2030,197
370000953288828,12,2033,6117
370000781086808,01,2029,7052
4111119669638203,07,2031,133
5105106269371546,04,2031,113
5105107362212983,11,2033,785
340000017742155,02,2027,2926
4000006246099088,04,2033,829
5200828783965594,04,2033,754
4111112654234955,09,2031,526
5105104102114223,01,2033,106
5200824631109709,06,2031,637
5105108657217893,07,2032,716
4111112124019341,07,2026,134
5301255930584060,11,2033,571
5301250988105140,02,2033,070
4111114498976213,06,2026,329
5105102311580697,06,2033,533
4111110781963280,09,2033,036
5200822478217791,03,2033,782
4111111541741453,05,2031,417
5200825624819311,01,2028,420
340000810730456,01,2031,4141
4242426806014657,04,2027,126
340000826519844,07,2032,5663
5105108540530940,05,2032,287
5105101601589301,05,2026,284
370000333915207,07,2033,2538
4012886553598244,10,2030,833
2223009221268798,09,2026,732
4242420285401725,04,2027,577
370000200630582,01,2031,0462
2223006533403774,04,2028,780
4111112601253595,08,2026,898
340000039930150,06,2032,4758
4000008505934294,09,2031,191
5200829157847392,01,2031,208
340000590376108,02,2029,9400
4012883137275860,01,2033,058
5200827416101148,01,2033,834
2223007637133655,03,2033,067
5301250099403525,08,2031,233
4012882807472146,02,2032,544
5301254350628408,05,2030,208
5301251116510201,08,2026,780
5105102125860061,03,2030,436
5200821873673152,06,2032,717
5301253549590347,11,2028,264
340000944740801,05,2030,1384
4242423885126932,11,2026,701
2223009147193419,05,2026,450
4000003351163221,08,2027,057
4242425704655363,04,2031,807
4000000996486934,01,2028,001
4111117166714279,04,2032,823
2223002310002533,05,2032,024
2223003257478991,02,2026,408
4000002449541349,09,2029,908
4111110216558051,03,2029,374
4111110430529755,08,2031,302
4012886940218043,05,2028,095
2223004605236255,08,2028,364
4000000375564822,10,2026,607
4242422576879007,02,2030,814
5105105656007309,07,2030,138
4012884952509680,02,2027,464
340000173538181,03,2033,0200
5301256185376582,03,2030,616
2223004268328779,09,2033,413
4000001245862438,04,2030,653
340000657892385,02,2033,2204
340000152853932,08,2033,7992
340000840325418,09,2031,7557
5200822579151766,09,2032,835
4111114383095244,01,2031,763
5301257363017626,09,2026,662
4012880589273690,08,2030,876
5105105704018100,05,2032,468
340000550143183,07,2027,2300
5200823207142961,01,2028,223
4012883459496755,01,2029,745
4242427071304310,08,2027,968
5301257405933566,10,2026,880
340000901013713,02,2030,4947
4242427550257336,10,2028,567
5200823103725166,03,2026,160
4012886478714801,01,2029,079
4242420799645718,12,2028,847
5301250978244040,08,2029,777
5200829384404777,03,2028,454
5200825605635686,04,2033,669
4111112979611085,12,2033,318
340000287492226,07,2029,1197
5105107791245919,12,2029,700
4111119787013347,01,2026,436
4000003930431255,06,2028,238
4111110260449850,06,2028,063
5105108914601608,12,2030,202
5200828611371163,07,2028,740
5105109196776324,10,2031,341
4000001094837002,09,2029,939
5301257559120721,12,2033,209
370000024828594,02,2029,6419
5200820564903357,10,2029,658
5200825383781231,08,2029,124
5200826401452011,09,2027,178
5105109451766598,04,2032,165
5200825235930424,02,2033,785
4242425751962746,03,2030,421
5200821999235332,12,2031,237
370000499263590,09,2027,8192
370000768860613,07,2031,4302
5301250924719277,08,2030,246
4111116255956510,10,2033,328
4012881243517936,08,2033,359
4242426847589709,10,2031,479
340000680994463,11,2026,9570
5301256955970127,05,2028,637
4012884861568314,04,2031,911
2223008981497787,07,2026,650
2223003077892082,06,2028,280
5301259470081453,06,2031,411
5301251395824570,04,2026,785
4111118788984936,01,2028,248
5301254213873076,12,2032,907
4012880140735716,10,2026,534
5301253708874870,07,2032,659
4012888536475755,11,2031,403
370000792272397,11,2026,1982
4111117043146869,11,2026,874
4000004181420765,10,2026,390
2223000920674568,06,2029,706
4242423839370388,04,2026,693
5301257485440177,07,2033,338
4000006260808216,01,2028,202
370000557195387,07,2027,9973
4242429695224957,01,2031,443
370000705153452,06,2029,4031
4111116179673241,01,2031,832
5105106726503400,08,2027,270
5105100000679390,08,2033,474
4012888749049181,12,2028,222
4111111563535379,02,2029,329
4111116145244606,10,2031,747
2223004268963393,12,2029,478
4242429538741530,08,2027,141
4012882574736004,07,2029,932
4242428745320849,10,2031,341
4242428880721280,07,2026,625
4000000143895185,04,2033,115
5200829439089797,04,2031,340
4111112601096457,10,2028,691
4012889284956525,11,2028,933
5105107734069111,08,2029,650
5301252596809444,06,2031,195
5200822854431636,06,2031,070
340000398833284,07,2032,1572
340000844449909,06,2027,6440
4111118784295691,08,2033,325
370000157542145,03,2032,1946
4012882622097276,04,2027,060
5105104633465532,12,2026,644
4012887272637388,02,2027,122
5105100817783369,05,2031,731
4242421916130584,04,2029,614
2223000427311862,04,2031,749
2223000186387814,10,2031,609
4242424712034695,10,2032,961
5200822553713573,06,2027,323
370000154252383,04,2031,3410
2223005874702133,10,2026,238
4242423354689782,08,2027,342
340000044525565,10,2032,7347
4000008468804104,10,2030,046
5200820965059569,02,2033,856
370000199422454,02,2028,5473
4111117508108099,11,2032,068
2223003462391872,10,2026,417
2223000644653989,11,2029,684
4111113531333218,07,2027,753
4111116148552823,10,2032,916
4111118156915769,09,2031,135
4012884620646195,02,2030,392
370000219627504,09,2030,4610
2223001484639393,12,2027,016
4000000403625470,09,2033,290
4000009101229345,11,2027,860
4242423075128524,12,2031,333
370000378817763,07,2031,2728
4242423553873815,01,2027,962
5301253408151116,07,2032,971
5105109394468260,12,2033,180
2223005073982619,05,2028,778
4000004978386955,11,2031,089
4012882004168745,04,2031,145
4111116889216638,12,2028,333
5105103314482188,05,2028,098
370000779767161,12,2027,6718
4012885651147458,08,2033,004
4111119900463882,01,2032,662
4242427625434217,10,2033,396
4242426105794439,11,2028,307
5200827196962602,01,2030,514
340000432475803,04,2030,0829
4111110110159923,08,2030,390
5200826044209539,04,2033,319
5200824688594712,08,2027,725
5301250127864680,08,2033,452
5200826760366943,10,2029,009
4012888474510324,07,2032,978
2223000588457637,03,2027,644
5301255714748022,11,2031,606
4000002147554768,12,2030,274
5301255773456087,01,2028,184
340000745207521,10,2028,5007
5301258929468584,06,2028,435
5105101679538180,02,2028,401
5200821660111705,09,2028,715
2223008632583985,03,2032,733
4242422420080554,11,2028,861
4012884317390339,06,2030,994
5105103340198550,08,2032,412
4242429702460263,12,2026,717
5105108365954613,12,2026,884
370000529443923,02,2027,7909
370000024193718,11,2029,2911
2223000710813772,08,2027,518
4012882654306421,02,2028,789
370000534430311,05,2026,6559
2223003712871871,01,2026,401
370000202770949,12,2033,2242
340000902854149,04,2032,3023
4242426779910022,04,2032,194
370000083147019,11,2030,4383
4000000819434848,06,2032,160
5301252990987564,11,2027,149
4111112685017338,05,2027,088
5301252554902645,08,2026,337
4000009669126826,10,2033,687
4111117991297730,09,2033,494
4111117746077387,08,2026,650
4000008519536432,09,2026,355
5200827192899725,04,2033,062
4111115661282578,07,2032,571
5200821948675141,11,2032,475
5301258277241948,06,2029,481
4012889982781696,02,2033,470
5200823466615137,11,2032,069
5301259074883767,10,2029,834
5105105853703965,11,2032,123
4242426701343268,08,2029,276
4111110400370164,09,2032,564
5301256765757821,05,2028,943
370000434334712,05,2026,3610
5301252970791580,09,2030,462
4242429850352635,07,2030,578
5200823758701140,09,2030,693
4000001494757941,12,2027,163
340000617093819,07,2027,6104
4242429164539349,06,2026,515
4012884971426247,06,2032,335
4111111987680322,10,2032,198
4012889623494238,01,2026,840
5301257823475380,07,2027,275
4012884303805191,03,2031,070
4012881163225973,06,2033,727
4000006643313322,11,2030,292
4012884936410005,01,2033,330
340000280902817,05,2033,7970
5301254099556944,03,2027,819
4111111696093478,11,2028,245
2223004179644447,08,2030,247
4012888404808558,07,2027,884
4012884657724691,05,2026,945
5200822077693012,06,2031,087
4000001199752619,07,2028,585
370000510117734,03,2030,6339
340000374609013,02,2027,6816
4111119321714285,11,2026,657
340000646212760,08,2033,8101
4012886798905949,03,2033,922
5105107083177606,09,2028,196
4000001837129212,10,2032,951
4111113404824327,05,2027,451
5105105585285596,10,2029,724
4000005619686257,06,2027,199
5301251162112357,06,2027,853
5200820986203972,05,2033,320
2223005608031627,07,2028,954
2223008665112397,05,2026,690
5105101563941102,02,2030,293
